vectorizer,scaler,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,mean_score_time,std_score_time,rank_test_score,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,std_fit_time,params
CountVectorizer(min_df=7),passthrough,100,gini,15,5,5,sqrt,balanced,0.7222,0.0831,113,0.7579,0.0094,0.7747,0.7482,0.7567,0.7504,0.7595,9.5347,0.0799,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,gini,15,10,5,sqrt,balanced,0.8535,0.1005,113,0.7579,0.0094,0.7747,0.7482,0.7567,0.7504,0.7595,12.2888,0.3297,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,entropy,15,5,5,sqrt,balanced,0.74,0.0765,115,0.7578,0.0106,0.777,0.7476,0.7549,0.7492,0.7605,9.9123,0.0823,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,entropy,15,10,5,sqrt,balanced,0.6185,0.0687,115,0.7578,0.0106,0.777,0.7476,0.7549,0.7492,0.7605,9.3399,0.2353,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,entropy,15,5,5,sqrt,,0.784,0.1244,117,0.7575,0.0035,0.7566,0.7588,0.7635,0.753,0.7557,11.5719,0.2046,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,entropy,15,10,5,sqrt,,0.5369,0.0209,117,0.7575,0.0035,0.7566,0.7588,0.7635,0.753,0.7557,10.7993,0.2241,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,15,10,2,sqrt,,0.5929,0.0604,119,0.7574,0.0043,0.7589,0.7564,0.7636,0.7503,0.7578,7.6816,0.337,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,15,5,2,sqrt,,0.622,0.1546,120,0.7573,0.0022,0.7588,0.7567,0.7608,0.7549,0.7554,5.8475,0.2651,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,15,10,5,sqrt,,0.6315,0.1292,121,0.757,0.0064,0.7617,0.7493,0.7668,0.7552,0.7522,6.7705,0.174,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,15,5,5,sqrt,,0.7262,0.1374,121,0.757,0.0064,0.7617,0.7493,0.7668,0.7552,0.7522,8.2284,0.3119,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,15,5,2,sqrt,,0.7832,0.0971,123,0.7567,0.007,0.7584,0.7518,0.7684,0.757,0.7478,8.012,0.3722,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,15,10,2,sqrt,,0.647,0.1232,124,0.7565,0.0044,0.7611,0.7524,0.7622,0.7554,0.7515,8.3081,0.163,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,gini,15,5,5,sqrt,,0.3749,0.0245,125,0.756,0.003,0.7569,0.752,0.7598,0.7531,0.7581,4.0608,0.563,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,gini,15,10,5,sqrt,,0.344,0.0091,125,0.756,0.003,0.7569,0.752,0.7598,0.7531,0.7581,3.4262,0.0611,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,15,5,5,sqrt,,0.6625,0.1694,127,0.7553,0.0058,0.7565,0.7536,0.7652,0.7475,0.7538,5.748,0.5174,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,15,10,5,sqrt,,0.5096,0.0903,127,0.7553,0.0058,0.7565,0.7536,0.7652,0.7475,0.7538,5.2769,0.4878,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 15, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,gini,7,10,2,sqrt,balanced,0.5245,0.0585,129,0.7491,0.0152,0.7632,0.7469,0.7696,0.7312,0.7345,3.8086,0.1923,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,gini,7,10,5,sqrt,balanced,0.6222,0.0957,130,0.7481,0.0144,0.7579,0.7492,0.7689,0.7311,0.7334,4.3148,0.0864,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,gini,7,5,5,sqrt,balanced,0.6975,0.181,130,0.7481,0.0144,0.7579,0.7492,0.7689,0.7311,0.7334,4.2129,0.3909,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,gini,7,5,2,sqrt,balanced,0.5693,0.1672,132,0.7472,0.0166,0.7608,0.7455,0.7708,0.7271,0.7319,4.2805,0.0845,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,gini,7,5,2,sqrt,balanced,0.5462,0.1316,133,0.7468,0.0116,0.7567,0.7407,0.7642,0.734,0.7382,3.4188,0.2678,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,7,10,2,sqrt,balanced,0.4386,0.0172,134,0.7465,0.0087,0.7552,0.7472,0.7564,0.7335,0.7402,3.1839,0.1033,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,7,5,2,sqrt,balanced,0.4098,0.0101,135,0.7463,0.0124,0.7592,0.745,0.7616,0.7337,0.7319,3.6893,0.0293,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,7,10,5,sqrt,balanced,0.3808,0.0112,136,0.7462,0.0138,0.7594,0.747,0.7633,0.7322,0.7292,3.219,0.0897,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,7,5,5,sqrt,balanced,0.42,0.0166,136,0.7462,0.0138,0.7594,0.747,0.7633,0.7322,0.7292,3.6387,0.0435,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,gini,7,10,2,sqrt,balanced,0.4778,0.0261,138,0.7459,0.0112,0.7572,0.7421,0.7604,0.7309,0.7391,3.6795,0.4943,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,50,entropy,7,10,2,sqrt,balanced,0.4256,0.0329,139,0.7459,0.0118,0.7581,0.7462,0.7597,0.7342,0.7312,3.6668,0.067,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,7,5,2,sqrt,balanced,0.4325,0.0298,140,0.7457,0.0082,0.7543,0.7416,0.7568,0.7369,0.7388,3.2837,0.1665,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,7,10,5,sqrt,balanced,0.4013,0.05,141,0.7457,0.0097,0.7581,0.7457,0.7546,0.733,0.7371,2.8869,0.0954,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,entropy,7,5,5,sqrt,balanced,0.4446,0.0255,141,0.7457,0.0097,0.7581,0.7457,0.7546,0.733,0.7371,3.0442,0.0935,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,gini,7,10,5,sqrt,balanced,0.5247,0.0274,143,0.745,0.0121,0.7532,0.742,0.7636,0.7298,0.7362,3.5507,0.1873,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,50,gini,7,5,5,sqrt,balanced,0.5142,0.0811,143,0.745,0.0121,0.7532,0.742,0.7636,0.7298,0.7362,4.1768,0.5339,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 50, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,gini,7,5,2,sqrt,balanced,0.5984,0.0242,145,0.7448,0.0105,0.7602,0.7368,0.7545,0.7345,0.7379,6.781,0.0658,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,entropy,7,10,2,sqrt,balanced,0.5331,0.0253,146,0.7444,0.0102,0.7588,0.7381,0.7544,0.7337,0.737,4.6642,0.0436,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,gini,7,5,5,sqrt,balanced,0.6372,0.0157,147,0.7442,0.0126,0.7607,0.7357,0.7577,0.7296,0.737,7.6679,0.2185,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,gini,7,10,5,sqrt,balanced,0.7884,0.2043,147,0.7442,0.0126,0.7607,0.7357,0.7577,0.7296,0.737,8.8746,0.1748,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,gini,7,10,2,sqrt,balanced,0.5497,0.0084,149,0.7441,0.0103,0.7602,0.7374,0.7522,0.7335,0.7369,8.0707,0.0549,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,entropy,7,5,2,sqrt,balanced,0.5798,0.07,150,0.7438,0.0093,0.7578,0.7378,0.7518,0.7373,0.7341,4.5709,0.1517,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,gini,7,10,2,sqrt,balanced,1.0324,0.1734,151,0.7435,0.0092,0.756,0.7373,0.7532,0.7355,0.7354,5.8816,0.3354,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,entropy,7,5,5,sqrt,balanced,0.4521,0.0135,152,0.7433,0.0099,0.7572,0.7368,0.7534,0.7354,0.734,4.555,0.0584,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,entropy,7,10,5,sqrt,balanced,0.4448,0.0108,152,0.7433,0.0099,0.7572,0.7368,0.7534,0.7354,0.734,3.9503,0.0478,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,entropy,7,5,5,sqrt,balanced,0.4777,0.0409,154,0.7427,0.0096,0.7566,0.7381,0.7515,0.7347,0.7324,5.7264,0.0418,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,entropy,7,10,5,sqrt,balanced,0.4574,0.0312,154,0.7427,0.0096,0.7566,0.7381,0.7515,0.7347,0.7324,5.0674,0.049,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,gini,7,5,2,sqrt,balanced,0.6279,0.0681,156,0.7426,0.0119,0.7603,0.7327,0.7534,0.7329,0.7335,7.4539,0.169,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,entropy,7,5,2,sqrt,balanced,0.5094,0.0253,157,0.7424,0.0101,0.7576,0.7355,0.751,0.7311,0.7368,6.1393,0.0574,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,entropy,7,10,2,sqrt,balanced,0.5356,0.0148,158,0.7422,0.0091,0.7548,0.7362,0.751,0.7315,0.7373,6.0936,0.0664,"{'model__class_weight': 'balanced', 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,gini,7,5,5,sqrt,balanced,0.6093,0.116,159,0.7409,0.0095,0.7535,0.7351,0.7511,0.7313,0.7332,6.843,0.1129,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,gini,7,10,5,sqrt,balanced,0.7864,0.1626,159,0.7409,0.0095,0.7535,0.7351,0.7511,0.7313,0.7332,6.0407,0.0635,"{'model__class_weight': 'balanced', 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,gini,7,5,2,sqrt,,0.3094,0.02,161,0.6914,0.0028,0.6893,0.6956,0.6912,0.6876,0.6934,3.8868,0.0448,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,gini,7,10,2,sqrt,,0.5074,0.023,162,0.691,0.0022,0.6919,0.6941,0.6893,0.6878,0.692,4.3657,0.2933,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,gini,7,5,5,sqrt,,0.5331,0.1587,163,0.6907,0.0013,0.6907,0.692,0.6885,0.6901,0.692,4.7143,0.216,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,gini,7,10,5,sqrt,,0.3151,0.0123,163,0.6907,0.0013,0.6907,0.692,0.6885,0.6901,0.692,4.7201,0.256,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,gini,7,5,2,sqrt,,0.3109,0.034,165,0.689,0.0032,0.6909,0.6917,0.69,0.6827,0.6895,3.1579,0.0494,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,entropy,7,10,5,sqrt,,0.5712,0.0586,166,0.6881,0.0062,0.6819,0.6873,0.6902,0.6822,0.6989,7.25,0.1636,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
TfidfVectorizer(min_df=7),passthrough,100,entropy,7,5,5,sqrt,,0.4002,0.0407,166,0.6881,0.0062,0.6819,0.6873,0.6902,0.6822,0.6989,4.6196,0.0771,"{'model__class_weight': None, 'model__criterion': 'entropy', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 5, 'model__min_samples_split': 5, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7)}"
CountVectorizer(min_df=7),passthrough,100,gini,7,10,2,sqrt,,0.3246,0.0097,168,0.6878,0.0026,0.6899,0.6881,0.691,0.6836,0.6861,2.8103,0.0201,"{'model__class_weight': None, 'model__criterion': 'gini', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 2, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7)}"
