vectorizer,scaler,oversampler,undersampler,estimator,n_estimators,estimator,n_estimators,learning_rate,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,mean_score_time,std_score_time,rank_test_score,mean_test_score,std_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_fit_time,std_fit_time,params
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,0.5,entropy,5,10,5,,1.9573,0.1438,63,0.7564,0.0085,0.7568,0.7524,0.7597,0.7436,0.7694,222.56,1.9884,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 5, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 0.5, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,10,5,,6.9877,0.3129,65,0.7331,0.0104,0.7302,0.7251,0.7409,0.7203,0.7488,75.4414,2.2529,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,5,2,,7.247,1.0515,65,0.7331,0.0104,0.7302,0.7251,0.7409,0.7203,0.7488,87.8221,0.6242,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,10,2,,7.0726,0.9979,65,0.7331,0.0104,0.7302,0.7251,0.7409,0.7203,0.7488,75.3559,2.324,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,5,5,,6.5869,0.6181,65,0.7331,0.0104,0.7302,0.7251,0.7409,0.7203,0.7488,71.5728,2.2259,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,5,2,,2.7103,0.7175,69,0.7328,0.0115,0.7302,0.7324,0.7317,0.717,0.7528,21.669,2.0535,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,10,5,,2.8931,0.317,69,0.7328,0.0115,0.7302,0.7324,0.7317,0.717,0.7528,26.6132,1.1745,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,10,2,,2.1533,0.1938,69,0.7328,0.0115,0.7302,0.7324,0.7317,0.717,0.7528,24.1381,2.6331,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,5,5,,2.703,0.1763,69,0.7328,0.0115,0.7302,0.7324,0.7317,0.717,0.7528,24.7823,0.62,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,5,2,,5.5245,0.4967,73,0.7318,0.0107,0.7224,0.728,0.7442,0.7197,0.7449,60.9603,1.0647,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,5,5,,5.3864,0.5796,73,0.7318,0.0107,0.7224,0.728,0.7442,0.7197,0.7449,61.0963,1.3585,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,10,5,,5.5868,0.3079,73,0.7318,0.0107,0.7224,0.728,0.7442,0.7197,0.7449,61.7279,0.4336,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,10,2,,5.6533,0.3209,73,0.7318,0.0107,0.7224,0.728,0.7442,0.7197,0.7449,62.4657,2.0398,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,10,5,,2.0729,0.1101,77,0.7311,0.0114,0.7257,0.7298,0.7391,0.7139,0.747,22.4924,0.384,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,5,5,,1.9243,0.0805,77,0.7311,0.0114,0.7257,0.7298,0.7391,0.7139,0.747,21.7495,0.4191,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,10,2,,2.192,0.1302,77,0.7311,0.0114,0.7257,0.7298,0.7391,0.7139,0.747,22.0136,0.6981,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
CountVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,5,2,,2.2168,0.1425,77,0.7311,0.0114,0.7257,0.7298,0.7391,0.7139,0.747,24.5606,1.1352,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': CountVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,10,5,,6.0575,0.1423,81,0.7309,0.0123,0.7269,0.7232,0.7463,0.7143,0.7438,179.8878,2.2075,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,10,2,,6.613,0.4118,81,0.7309,0.0123,0.7269,0.7232,0.7463,0.7143,0.7438,185.7795,1.9526,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,5,2,,7.1465,0.8758,81,0.7309,0.0123,0.7269,0.7232,0.7463,0.7143,0.7438,193.1101,4.7412,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,5,5,,6.3017,0.6344,81,0.7309,0.0123,0.7269,0.7232,0.7463,0.7143,0.7438,181.4945,1.0741,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,5,2,,2.9215,0.5443,85,0.7303,0.0101,0.7272,0.7265,0.7408,0.7148,0.742,63.2374,0.245,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,10,5,,2.365,0.1148,85,0.7303,0.0101,0.7272,0.7265,0.7408,0.7148,0.742,68.4265,1.5345,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,10,2,,2.1681,0.1904,85,0.7303,0.0101,0.7272,0.7265,0.7408,0.7148,0.742,55.4261,0.6273,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,gini,1,5,5,,2.2388,0.2044,85,0.7303,0.0101,0.7272,0.7265,0.7408,0.7148,0.742,62.9635,0.7688,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'gini', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,10,5,,5.418,0.3127,89,0.7196,0.0049,0.7164,0.7188,0.7254,0.7127,0.725,172.6343,1.2724,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,10,2,,5.7691,0.0588,89,0.7196,0.0049,0.7164,0.7188,0.7254,0.7127,0.725,179.338,1.2956,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,5,2,,5.6441,0.582,89,0.7196,0.0049,0.7164,0.7188,0.7254,0.7127,0.725,178.3579,0.6047,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),30,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,5,5,,5.655,0.3101,89,0.7196,0.0049,0.7164,0.7188,0.7254,0.7127,0.725,174.7204,1.0219,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 30, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,10,2,,2.2526,0.2488,93,0.7184,0.0063,0.7165,0.7124,0.7252,0.7114,0.7265,62.9211,0.5414,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 2, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,10,5,,2.0957,0.1868,93,0.7184,0.0063,0.7165,0.7124,0.7252,0.7114,0.7265,60.2428,0.3006,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 10, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
TfidfVectorizer(min_df=7),passthrough,passthrough,passthrough,AdaBoostClassifier(random_state=42),10,DecisionTreeClassifier(random_state=42),50,1.0,entropy,1,5,5,,1.9784,0.0651,93,0.7184,0.0063,0.7165,0.7124,0.7252,0.7114,0.7265,60.9536,0.1783,"{'model__estimator': AdaBoostClassifier(random_state=42), 'model__estimator__estimator': DecisionTreeClassifier(random_state=42), 'model__estimator__estimator__criterion': 'entropy', 'model__estimator__estimator__max_depth': 1, 'model__estimator__estimator__max_features': None, 'model__estimator__estimator__min_samples_leaf': 5, 'model__estimator__estimator__min_samples_split': 5, 'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 50, 'model__n_estimators': 10, 'oversampler': 'passthrough', 'preprocessing__scaler': 'passthrough', 'preprocessing__vectorizer': TfidfVectorizer(min_df=7), 'undersampler': 'passthrough'}"
